"run","tick","OriginOfConsumedResouces"
1,89.0,"Central Asia:Northern America|13495.92;South America|0.0;Central Asia|1400498.35;Eastern Europe|7776.12;Northern Europe|1200.75;Western Europe|2849.98;Oceania|4986.73;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|36041.04;China|0.0;"
1,89.0,"Southern Europe:Northern America|195588.98;South America|0.0;Central Asia|0.0;Eastern Europe|38095.72;Northern Europe|0.0;Western Europe|68880.88;Oceania|16823.24;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|780.64;China|0.0;"
1,89.0,"Central America:Northern America|23034.14;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|7957.76;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|153847.04;China|0.0;"
1,89.0,"Southern Asia:Northern America|181882.4;South America|0.0;Central Asia|1311.3;Eastern Europe|195664.32;Northern Europe|6063.5;Western Europe|1375.78;Oceania|48973.28;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|240.0;China|0.0;"
1,89.0,"Western Asia:Northern America|79554.74;South America|0.0;Central Asia|0.0;Eastern Europe|121974.56;Northern Europe|0.0;Western Europe|0.0;Oceania|21404.63;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,89.0,"Eastern Asia:Northern America|428963.22;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|77223.72;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|356100.44;China|0.0;"
1,89.0,"Southern Africa:Northern America|11087.3;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|45103.41;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|135.28;China|0.0;"
1,89.0,"South-Eastern Asia:Northern America|71775.64;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|451971.34;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,89.0,"Caribbean:Northern America|22979.06;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|9019.13;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|132840.4;China|0.0;"
1,90.0,"Pakistan:Northern America|35196.1;South America|0.0;Central Asia|24247.6;Eastern Europe|95509.31;Northern Europe|4772.2;Western Europe|47518.58;Oceania|8535.19;Russian Federation|0.0;India|0.0;Pakistan|1186199.72;United States of America|120537.3;China|0.0;"
1,90.0,"India:Northern America|35980.5;South America|0.0;Central Asia|35723.7;Eastern Europe|54829.93;Northern Europe|2898.11;Western Europe|46065.73;Oceania|15023.81;Russian Federation|0.0;India|4900680.2;Pakistan|692.77;United States of America|113369.88;China|0.0;"
1,90.0,"Western Europe:Northern America|20204.92;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|749.48;Western Europe|2568553.19;Oceania|3664.54;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1592.21;China|0.0;"
1,90.0,"China:Northern America|188046.62;South America|0.0;Central Asia|90302.1;Eastern Europe|492019.96;Northern Europe|49056.02;Western Europe|398541.31;Oceania|94211.13;Russian Federation|0.0;India|19284.08;Pakistan|9155.19;United States of America|541779.78;China|7765896.7;"
1,90.0,"United States of America:Northern America|18040.72;South America|0.0;Central Asia|0.0;Eastern Europe|101.9;Northern Europe|0.0;Western Europe|0.0;Oceania|2136.08;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2614197.81;China|0.0;"
1,90.0,"Northern Africa:Northern America|61853.32;South America|0.0;Central Asia|0.0;Eastern Europe|221421.43;Northern Europe|18718.34;Western Europe|613503.53;Oceania|44037.95;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|192380.13;China|0.0;"
1,90.0,"Russian Federation:Northern America|237387.54;South America|698.6;Central Asia|83698.2;Eastern Europe|533305.46;Northern Europe|84790.56;Western Europe|443028.87;Oceania|32018.72;Russian Federation|3394677.06;India|7232.12;Pakistan|2532.17;United States of America|680595.08;China|2910.7;"
1,90.0,"Western Africa:Northern America|78166.34;South America|0.0;Central Asia|0.0;Eastern Europe|384.81;Northern Europe|0.0;Western Europe|2890.74;Oceania|14856.57;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|76368.22;China|0.0;"
1,90.0,"South America:Northern America|67809.04;South America|1350433.2;Central Asia|369.75;Eastern Europe|4223.49;Northern Europe|3541.22;Western Europe|90155.41;Oceania|6602.78;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|183606.53;China|0.0;"
1,90.0,"Northern Europe:Northern America|20418.12;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|1576915.02;Western Europe|0.0;Oceania|3428.7;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1773.67;China|0.0;"
1,90.0,"Northern America:Northern America|603734.32;South America|0.0;Central Asia|0.0;Eastern Europe|117.48;Northern Europe|136.49;Western Europe|230.64;Oceania|357.39;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|632.11;China|0.0;"
1,90.0,"Oceania:Northern America|14381.34;South America|0.0;Central Asia|0.0;Eastern Europe|164.57;Northern Europe|0.0;Western Europe|0.0;Oceania|348574.11;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|261.22;China|0.0;"
1,90.0,"Eastern Africa:Northern America|59039.08;South America|0.0;Central Asia|0.0;Eastern Europe|65179.89;Northern Europe|0.0;Western Europe|2195.08;Oceania|28283.58;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|463.62;China|0.0;"
1,90.0,"Middle Africa:Northern America|28371.48;South America|0.0;Central Asia|0.0;Eastern Europe|512.08;Northern Europe|0.0;Western Europe|1268.65;Oceania|14194.74;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|17049.7;China|0.0;"
1,90.0,"Eastern Europe:Northern America|19858.36;South America|0.0;Central Asia|0.0;Eastern Europe|4080143.14;Northern Europe|1142.17;Western Europe|1453.11;Oceania|4519.65;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2855.41;China|0.0;"
1,90.0,"Central Asia:Northern America|21186.42;South America|0.0;Central Asia|1391578.4;Eastern Europe|3393.27;Northern Europe|1400.26;Western Europe|3082.94;Oceania|6566.35;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|38192.08;China|0.0;"
1,90.0,"Southern Europe:Northern America|192815.86;South America|0.0;Central Asia|0.0;Eastern Europe|21600.67;Northern Europe|0.0;Western Europe|67094.28;Oceania|16482.67;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|764.7;China|0.0;"
1,90.0,"Central America:Northern America|31203.82;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|7852.58;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|141846.19;China|0.0;"
1,90.0,"Southern Asia:Northern America|179578.36;South America|0.0;Central Asia|1290.25;Eastern Europe|174063.34;Northern Europe|5964.5;Western Europe|1350.4;Oceania|56973.5;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|236.29;China|0.0;"
1,90.0,"Western Asia:Northern America|84432.2;South America|0.0;Central Asia|0.0;Eastern Europe|111211.47;Northern Europe|0.0;Western Europe|0.0;Oceania|21150.78;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,90.0,"Eastern Asia:Northern America|407927.0;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|75774.27;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|326821.6;China|0.0;"
1,90.0,"Southern Africa:Northern America|13225.62;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|41550.61;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,90.0,"South-Eastern Asia:Northern America|80852.88;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|432613.56;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,90.0,"Caribbean:Northern America|29997.24;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|8893.71;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|122138.49;China|0.0;"
1,91.0,"Pakistan:Northern America|36290.42;South America|0.0;Central Asia|24407.56;Eastern Europe|98428.24;Northern Europe|4978.55;Western Europe|36390.61;Oceania|10367.1;Russian Federation|0.0;India|0.0;Pakistan|1182539.94;United States of America|122107.28;China|0.0;"
1,91.0,"India:Northern America|38114.32;South America|0.0;Central Asia|36678.74;Eastern Europe|60355.08;Northern Europe|3758.5;Western Europe|48663.26;Oceania|17471.12;Russian Federation|0.0;India|4894700.87;Pakistan|1120.24;United States of America|117465.08;China|0.0;"
1,91.0,"Western Europe:Northern America|22800.96;South America|0.0;Central Asia|0.0;Eastern Europe|1887.28;Northern Europe|965.2;Western Europe|2615463.9;Oceania|4951.02;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|3828.65;China|0.0;"
1,91.0,"China:Northern America|178403.02;South America|491.0;Central Asia|93626.4;Eastern Europe|509445.61;Northern Europe|51891.85;Western Europe|415313.62;Oceania|97699.14;Russian Federation|0.0;India|22911.33;Pakistan|10577.18;United States of America|552733.35;China|7766231.0;"
1,91.0,"United States of America:Northern America|19434.9;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|2433.02;Russian Federation|0.0;India|0.0;Pakistan|100.42;United States of America|2584001.13;China|0.0;"
1,91.0,"Northern Africa:Northern America|70683.56;South America|0.0;Central Asia|0.0;Eastern Europe|222437.89;Northern Europe|18705.4;Western Europe|559339.1;Oceania|51743.74;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|232958.32;China|0.0;"
1,91.0,"Russian Federation:Northern America|222995.98;South America|1519.0;Central Asia|86896.26;Eastern Europe|550737.73;Northern Europe|88091.85;Western Europe|460438.91;Oceania|35509.32;Russian Federation|3399850.64;India|11270.34;Pakistan|4020.76;United States of America|690991.95;China|3346.0;"
1,91.0,"Western Africa:Northern America|81101.68;South America|0.0;Central Asia|0.0;Eastern Europe|152.73;Northern Europe|0.0;Western Europe|1191.23;Oceania|14877.14;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|68628.95;China|0.0;"
1,91.0,"South America:Northern America|66317.52;South America|1350027.0;Central Asia|147.88;Eastern Europe|7100.71;Northern Europe|4061.0;Western Europe|92391.92;Oceania|8451.52;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|186987.7;China|0.0;"
1,91.0,"Northern Europe:Northern America|22683.26;South America|0.0;Central Asia|0.0;Eastern Europe|776.75;Northern Europe|1573297.65;Western Europe|0.0;Oceania|4549.9;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|3365.23;China|0.0;"
1,91.0,"Northern America:Northern America|575086.94;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|100.52;Oceania|133.62;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|248.23;China|0.0;"
1,91.0,"Oceania:Northern America|13362.68;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|343779.46;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,91.0,"Eastern Africa:Northern America|62048.04;South America|0.0;Central Asia|0.0;Eastern Europe|58537.89;Northern Europe|0.0;Western Europe|895.49;Oceania|28092.42;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|174.37;China|0.0;"
1,91.0,"Middle Africa:Northern America|29375.18;South America|0.0;Central Asia|0.0;Eastern Europe|201.38;Northern Europe|0.0;Western Europe|521.68;Oceania|14218.56;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|14629.12;China|0.0;"
1,91.0,"Eastern Europe:Northern America|21341.26;South America|0.0;Central Asia|0.0;Eastern Europe|4056839.92;Northern Europe|446.55;Western Europe|585.3;Oceania|5397.52;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|3123.13;China|0.0;"
1,91.0,"Central Asia:Northern America|23746.62;South America|0.0;Central Asia|1388073.76;Eastern Europe|5927.31;Northern Europe|1613.8;Western Europe|1255.94;Oceania|8284.04;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|40502.22;China|0.0;"
1,91.0,"Southern Europe:Northern America|195267.6;South America|0.0;Central Asia|0.0;Eastern Europe|22248.6;Northern Europe|0.0;Western Europe|51964.11;Oceania|16693.7;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|779.12;China|0.0;"
1,91.0,"Central America:Northern America|37984.52;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|7747.56;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|130287.47;China|0.0;"
1,91.0,"Southern Asia:Northern America|185993.3;South America|0.0;Central Asia|528.12;Eastern Europe|158454.87;Northern Europe|2383.15;Western Europe|552.49;Oceania|56843.68;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,91.0,"Western Asia:Northern America|88397.22;South America|0.0;Central Asia|0.0;Eastern Europe|99806.24;Northern Europe|0.0;Western Europe|0.0;Oceania|20998.18;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,91.0,"Eastern Asia:Northern America|397789.48;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|76480.58;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|307260.21;China|0.0;"
1,91.0,"Southern Africa:Northern America|15041.7;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|37997.24;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,91.0,"South-Eastern Asia:Northern America|88078.3;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|412660.4;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,91.0,"Caribbean:Northern America|35837.74;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|8782.18;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|111949.99;China|0.0;"
1,92.0,"Pakistan:Northern America|15086.25;South America|0.0;Central Asia|24516.72;Eastern Europe|99848.8;Northern Europe|5297.74;Western Europe|38294.56;Oceania|10522.04;Russian Federation|0.0;India|0.0;Pakistan|1179141.9;United States of America|122954.16;China|0.0;"
1,92.0,"India:Northern America|43424.32;South America|0.0;Central Asia|37323.44;Eastern Europe|65232.4;Northern Europe|4745.98;Western Europe|52234.36;Oceania|17197.82;Russian Federation|0.0;India|4890431.44;Pakistan|1547.0;United States of America|120429.64;China|0.0;"
1,92.0,"Western Europe:Northern America|9367.75;South America|0.0;Central Asia|0.0;Eastern Europe|2188.6;Northern Europe|347.37;Western Europe|2600441.84;Oceania|4719.05;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1312.9;China|0.0;"
1,92.0,"China:Northern America|204746.42;South America|1480.0;Central Asia|95968.36;Eastern Europe|512447.4;Northern Europe|54808.28;Western Europe|425568.32;Oceania|87727.68;Russian Federation|0.0;India|27306.92;Pakistan|12031.3;United States of America|559281.44;China|7760831.3;"
1,92.0,"United States of America:Northern America|8098.33;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|2319.65;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2570707.6;China|0.0;"
1,92.0,"Northern Africa:Northern America|29236.54;South America|0.0;Central Asia|0.0;Eastern Europe|274828.2;Northern Europe|6786.94;Western Europe|556266.3;Oceania|51653.75;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|218299.26;China|0.0;"
1,92.0,"Russian Federation:Northern America|253473.58;South America|2558.4;Central Asia|88560.16;Eastern Europe|549374.6;Northern Europe|90535.5;Western Europe|467827.92;Oceania|33526.76;Russian Federation|3393620.55;India|14872.56;Pakistan|5342.5;United States of America|692417.44;China|1408.5;"
1,92.0,"Western Africa:Northern America|82440.66;South America|0.0;Central Asia|0.0;Eastern Europe|154.6;Northern Europe|0.0;Western Europe|1236.44;Oceania|23115.57;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|70471.86;China|0.0;"
1,92.0,"South America:Northern America|27363.18;South America|1346591.0;Central Asia|0.0;Eastern Europe|9078.6;Northern Europe|4128.65;Western Europe|93014.1;Oceania|8453.46;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|186624.36;China|0.0;"
1,92.0,"Northern Europe:Northern America|9428.9;South America|0.0;Central Asia|0.0;Eastern Europe|2232.2;Northern Europe|1579140.65;Western Europe|873.18;Oceania|4725.96;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4318.26;China|0.0;"
1,92.0,"Northern America:Northern America|695218.22;South America|0.0;Central Asia|0.0;Eastern Europe|1660.8;Northern Europe|0.0;Western Europe|1008.8;Oceania|1255.17;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|3873.02;China|0.0;"
1,92.0,"Oceania:Northern America|5603.2;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|305796.44;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,92.0,"Eastern Africa:Northern America|60927.5;South America|0.0;Central Asia|0.0;Eastern Europe|58779.0;Northern Europe|0.0;Western Europe|921.3;Oceania|33425.55;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|177.48;China|0.0;"
1,92.0,"Middle Africa:Northern America|29968.39;South America|0.0;Central Asia|0.0;Eastern Europe|206.4;Northern Europe|0.0;Western Europe|544.0;Oceania|16215.18;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|15038.1;China|0.0;"
1,92.0,"Eastern Europe:Northern America|8786.08;South America|0.0;Central Asia|0.0;Eastern Europe|3941751.8;Northern Europe|160.45;Western Europe|209.08;Oceania|5110.25;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1072.22;China|0.0;"
1,92.0,"Central Asia:Northern America|9843.56;South America|0.0;Central Asia|1380402.48;Eastern Europe|8709.8;Northern Europe|1714.43;Western Europe|2620.54;Oceania|8421.45;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|41550.38;China|0.0;"
1,92.0,"Southern Europe:Northern America|208682.2;South America|0.0;Central Asia|0.0;Eastern Europe|22864.2;Northern Europe|0.0;Western Europe|54629.78;Oceania|32613.14;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|809.24;China|0.0;"
1,92.0,"Central America:Northern America|31247.03;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|16563.46;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|130640.3;China|0.0;"
1,92.0,"Southern Asia:Northern America|186411.92;South America|0.0;Central Asia|540.64;Eastern Europe|159887.0;Northern Europe|2453.32;Western Europe|571.08;Oceania|74026.93;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,92.0,"Western Asia:Northern America|87065.19;South America|0.0;Central Asia|0.0;Eastern Europe|100173.0;Northern Europe|0.0;Western Europe|0.0;Oceania|30556.2;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,92.0,"Eastern Asia:Northern America|408644.69;South America|0.0;Central Asia|0.0;Eastern Europe|42786.6;Northern Europe|0.0;Western Europe|0.0;Oceania|76520.63;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|317449.44;China|0.0;"
1,92.0,"Southern Africa:Northern America|13590.06;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|36570.34;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,92.0,"South-Eastern Asia:Northern America|66182.63;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|389670.04;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,92.0,"Caribbean:Northern America|30142.23;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|16417.51;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|112384.5;China|0.0;"
1,93.0,"Pakistan:Northern America|20916.48;South America|0.0;Central Asia|25175.76;Eastern Europe|102744.48;Northern Europe|6153.28;Western Europe|40898.22;Oceania|4841.52;Russian Federation|0.0;India|0.0;Pakistan|1176215.21;United States of America|125536.35;China|0.0;"
1,93.0,"India:Northern America|46717.64;South America|0.0;Central Asia|37776.63;Eastern Europe|68149.72;Northern Europe|5656.41;Western Europe|54289.86;Oceania|7834.44;Russian Federation|0.0;India|4877939.22;Pakistan|1617.96;United States of America|122134.07;China|0.0;"
1,93.0,"Western Europe:Northern America|13550.6;South America|0.0;Central Asia|0.0;Eastern Europe|728.92;Northern Europe|118.09;Western Europe|2514420.04;Oceania|2141.96;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|422.92;China|0.0;"
1,93.0,"China:Northern America|196599.88;South America|2094.12;Central Asia|98493.38;Eastern Europe|520705.24;Northern Europe|57894.72;Western Europe|423389.06;Oceania|40169.76;Russian Federation|712.48;India|32437.76;Pakistan|13415.94;United States of America|565127.88;China|7752292.85;"
1,93.0,"United States of America:Northern America|13033.76;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|1068.52;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|2563056.18;China|0.0;"
1,93.0,"Northern Africa:Northern America|43800.08;South America|0.0;Central Asia|0.0;Eastern Europe|242941.08;Northern Europe|2287.07;Western Europe|596660.2;Oceania|23696.32;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|217316.73;China|0.0;"
1,93.0,"Russian Federation:Northern America|238555.24;South America|2889.72;Central Asia|89761.66;Eastern Europe|551060.08;Northern Europe|92421.19;Western Europe|459385.06;Oceania|15212.92;Russian Federation|3394653.16;India|17923.88;Pakistan|6212.21;United States of America|690176.34;China|549.05;"
1,93.0,"Western Africa:Northern America|85463.56;South America|0.0;Central Asia|0.0;Eastern Europe|152.76;Northern Europe|0.0;Western Europe|1195.5;Oceania|15266.88;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|69376.12;China|0.0;"
1,93.0,"South America:Northern America|32561.76;South America|1344895.84;Central Asia|0.0;Eastern Europe|11021.88;Northern Europe|4971.65;Western Europe|94416.02;Oceania|3886.28;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|190633.25;China|0.0;"
1,93.0,"Northern Europe:Northern America|14450.76;South America|0.0;Central Asia|0.0;Eastern Europe|748.72;Northern Europe|1578913.01;Western Europe|1972.58;Oceania|2157.52;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|4280.63;China|0.0;"
1,93.0,"Northern America:Northern America|606853.88;South America|0.0;Central Asia|0.0;Eastern Europe|529.48;Northern Europe|0.0;Western Europe|304.88;Oceania|545.68;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1193.38;China|0.0;"
1,93.0,"Oceania:Northern America|16192.04;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|3517.38;Oceania|366420.8;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|10822.9;China|0.0;"
1,93.0,"Eastern Africa:Northern America|65694.96;South America|0.0;Central Asia|0.0;Eastern Europe|58889.84;Northern Europe|0.0;Western Europe|902.3;Oceania|28913.64;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|176.27;China|0.0;"
1,93.0,"Middle Africa:Northern America|31393.36;South America|0.0;Central Asia|0.0;Eastern Europe|205.8;Northern Europe|0.0;Western Europe|531.96;Oceania|14876.16;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|15001.87;China|0.0;"
1,93.0,"Eastern Europe:Northern America|14165.32;South America|0.0;Central Asia|0.0;Eastern Europe|3957478.84;Northern Europe|279.25;Western Europe|1907.12;Oceania|2358.52;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|1422.39;China|0.0;"
1,93.0,"Central Asia:Northern America|15460.68;South America|0.0;Central Asia|1375278.61;Eastern Europe|9843.4;Northern Europe|2067.45;Western Europe|4804.38;Oceania|3855.8;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|42681.41;China|0.0;"
1,93.0,"Southern Europe:Northern America|204544.08;South America|0.0;Central Asia|0.0;Eastern Europe|22217.4;Northern Europe|0.0;Western Europe|51914.88;Oceania|17217.12;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|782.69;China|0.0;"
1,93.0,"Central America:Northern America|39869.04;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|7601.32;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|130033.17;China|0.0;"
1,93.0,"Southern Asia:Northern America|196418.76;South America|0.0;Central Asia|539.51;Eastern Europe|159147.4;Northern Europe|2455.01;Western Europe|555.34;Oceania|58390.8;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,93.0,"Western Asia:Northern America|92804.36;South America|0.0;Central Asia|0.0;Eastern Europe|99557.8;Northern Europe|0.0;Western Europe|0.0;Oceania|21281.2;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,93.0,"Eastern Asia:Northern America|385666.52;South America|0.0;Central Asia|0.0;Eastern Europe|41454.28;Northern Europe|0.0;Western Europe|34126.26;Oceania|34649.8;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|311921.07;China|0.0;"
1,93.0,"Southern Africa:Northern America|16844.72;South America|0.0;Central Asia|0.0;Eastern Europe|101.72;Northern Europe|100.14;Western Europe|0.0;Oceania|41522.36;Russian Federation|0.0;India|101.02;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,93.0,"South-Eastern Asia:Northern America|100174.68;South America|0.0;Central Asia|103.24;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|455359.92;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|0.0;China|0.0;"
1,93.0,"Caribbean:Northern America|37644.44;South America|0.0;Central Asia|0.0;Eastern Europe|0.0;Northern Europe|0.0;Western Europe|0.0;Oceania|8643.0;Russian Federation|0.0;India|0.0;Pakistan|0.0;United States of America|111970.92;China|0.0;"
1,94.0,"Pakistan:Northern America|22042.85;South America|0.0;Central Asia|25744.98;Eastern Europe|105444.6;Northern Europe|6925.5;Western Europe|42662.6;Oceania|7359.64;Russian Federation|0.0;India|0.0;Pakistan|1175731.6;United States of America|127958.6;China|0.0;"
1,94.0,"India:Northern America|46976.22;South America|0.0;Central Asia|38106.65;Eastern Europe|70711.95;Northern Europe|6403.02;Western Europe|55979.2;Oceania|10311.8;Russian Federation|100.14;India|4868465.96;Pakistan|526.24;United States of America|123761.4;China|0.0;"
