"run","shareOfDemandToBeMoved","transportCostsTuner","randomSeed","demandFunctionInterceptTuner","percentageOfPriceMarkDownInNewlyAccessibleMarkets","demandFunctionSlopeTuner"
1,0.1,0.05,384822789,0.5,0.05,15.0
